SIMULATION 5: 30 xApps, 40 Parameters, 15 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x8,1,4,4,5,6,3,5,6,3,4,5,7,5,2,5,6,5,2,5,1,5,3,4,3,5,7,8,8,-1,6
x9,5,5,7,5,5,7,7,7,2,6,3,4,5,3,7,2,7,2,6,2,9,3,1,3,8,5,6,6,6,-1

CONFLICT MATRIX FOR KPI k4
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,3,4,5,4,5,7,6,6,6,6,3,2,5,3,5,6,6,5,5,7,6,2,5,7,3,6,6,4,5
x10,3,-1,3,3,2,2,1,2,2,2,2,0,2,2,3,2,2,1,3,1,2,2,1,2,2,1,3,1,2,2
x11,4,3,-1,4,1,2,3,3,1,3,4,2,4,3,4,3,5,3,4,2,4,3,1,2,5,2,5,3,5,6
x12,5,3,4,-1,4,7,7,6,5,8,5,4,5,7,4,7,9,5,6,4,8,3,3,4,7,4,5,8,9,7
x13,4,2,1,4,-1,5,6,4,4,5,3,2,3,4,4,4,4,2,3,4,5,3,4,2,5,4,2,4,4,4
x14,5,2,2,7,5,-1,6,5,5,6,5,5,3,6,3,5,4,4,6,5,8,4,3,5,9,4,3,6,6,6
x15,7,1,3,7,6,6,-1,7,5,9,6,7,5,5,4,7,8,7,5,7,8,5,4,4,9,7,5,9,8,8
x16,6,2,3,6,4,5,7,-1,5,9,4,2,4,7,4,8,9,8,6,3,8,3,3,6,5,3,6,8,6,7
x17,6,2,1,5,4,5,5,5,-1,5,6,1,3,3,3,6,6,5,5,3,6,3,3,3,5,5,4,5,5,4
x18,6,2,3,8,5,6,9,9,5,-1,5,5,7,6,6,7,9,6,8,5,7,4,2,6,8,5,6,9,6,7
x19,6,2,4,5,3,5,6,4,6,5,-1,3,3,4,4,5,4,3,6,3,7,5,2,3,7,5,4,5,5,4
x2,3,0,2,4,2,5,7,2,1,5,3,-1,3,3,1,3,4,4,3,4,4,2,2,4,7,4,4,6,5,4
x20,2,2,4,5,3,3,5,4,3,7,3,3,-1,3,5,6,6,3,5,2,3,2,3,4,4,5,4,6,5,5
x21,5,2,3,7,4,6,5,7,3,6,4,3,3,-1,4,8,6,4,4,3,7,4,5,6,6,3,5,8,5,4
x22,3,3,4,4,4,3,4,4,3,6,4,1,5,4,-1,4,4,1,5,3,4,3,2,3,5,5,3,4,3,3
x23,5,2,3,7,4,5,7,8,6,7,5,3,6,8,4,-1,8,6,5,2,7,5,6,6,4,4,7,9,7,5
x24,6,2,5,9,4,4,8,9,6,9,4,4,6,6,4,8,-1,8,5,3,7,2,4,5,6,6,8,10,10,8
x25,6,1,3,5,2,4,7,8,5,6,3,4,3,4,1,6,8,-1,4,4,7,2,2,5,6,3,5,7,6,7
x26,5,3,4,6,3,6,5,6,5,8,6,3,5,4,5,5,5,4,-1,2,8,4,0,3,8,5,5,5,5,7
x27,5,1,2,4,4,5,7,3,3,5,3,4,2,3,3,2,3,4,2,-1,4,3,2,3,7,3,1,3,3,5
x28,7,2,4,8,5,8,8,8,6,7,7,4,3,7,4,7,7,7,8,4,-1,4,2,4,9,5,5,9,8,8
x29,6,2,3,3,3,4,5,3,3,4,5,2,2,4,3,5,2,2,4,3,4,-1,2,3,5,2,3,3,2,3
x3,2,1,1,3,4,3,4,3,3,2,2,2,3,5,2,6,4,2,0,2,2,2,-1,3,2,3,3,4,4,2
x30,5,2,2,4,2,5,4,6,3,6,3,4,4,6,3,6,5,5,3,3,4,3,3,-1,4,2,4,6,2,2
x4,7,2,5,7,5,9,9,5,5,8,7,7,4,6,5,4,6,6,8,7,9,5,2,4,-1,7,5,7,8,9
x5,3,1,2,4,4,4,7,3,5,5,5,4,5,3,5,4,6,3,5,3,5,2,3,2,7,-1,3,7,6,4
x6,6,3,5,5,2,3,5,6,4,6,4,4,4,5,3,7,8,5,5,1,5,3,3,4,5,3,-1,8,8,5
x7,6,1,3,8,4,6,9,8,5,9,5,6,6,8,4,9,10,7,5,3,9,3,4,6,7,7,8,-1,9,5
x8,4,2,5,9,4,6,8,6,5,6,5,5,5,5,3,7,10,6,5,3,8,2,4,2,8,6,8,9,-1,9
x9,5,2,6,7,4,6,8,7,4,7,4,4,5,4,3,5,8,7,7,5,8,3,2,2,9,4,5,5,9,-1

CONFLICT MATRIX FOR KPI k5
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,1,2,3,3,2,5,4,5,1,3,0,1,1,1,2,3,4,3,3,3,3,1,0,3,2,2,2,3,3
x10,1,-1,2,3,3,1,2,3,2,1,3,1,3,0,3,3,1,1,2,1,1,1,1,1,2,4,3,3,3,1
x11,2,2,-1,3,1,2,3,5,2,2,1,1,3,1,2,3,4,3,2,1,2,1,1,2,3,3,3,3,4,4
x12,3,3,3,-1,4,5,6,8,6,5,5,3,3,5,3,8,4,4,4,2,5,4,4,3,5,5,6,8,8,4
x13,3,3,1,4,-1,2,3,4,5,2,3,2,3,1,4,3,1,2,2,3,4,2,2,2,3,4,3,3,4,3
x14,2,1,2,5,2,-1,2,4,4,4,3,1,2,3,2,4,2,1,3,1,4,2,1,2,5,3,2,4,3,3
x15,5,2,3,6,3,2,-1,5,4,2,3,1,1,3,1,5,5,4,2,3,3,3,3,0,3,4,4,4,5,4
x16,4,3,5,8,4,4,5,-1,6,6,4,2,4,3,4,7,6,7,5,2,6,3,2,4,5,4,5,8,6,5
x17,5,2,2,6,5,4,4,6,-1,3,4,1,2,2,3,3,3,4,4,3,5,3,1,2,5,4,3,4,5,4
x18,1,1,2,5,2,4,2,6,3,-1,2,2,2,2,3,4,3,3,4,1,4,1,1,2,5,3,3,5,3,3
x19,3,3,1,5,3,3,3,4,4,2,-1,1,1,1,1,4,1,2,2,1,2,4,2,1,4,3,2,4,3,1
x2,0,1,1,3,2,1,1,2,1,2,1,-1,2,1,2,3,1,1,2,1,1,1,3,1,2,3,4,3,4,1
x20,1,3,3,3,3,2,1,4,2,2,1,2,-1,2,4,3,1,2,3,1,2,0,2,3,2,3,4,3,3,3
x21,1,0,1,5,1,3,3,3,2,2,1,1,2,-1,1,6,3,2,2,1,3,2,4,2,2,2,3,3,4,4
x22,1,3,2,3,4,2,1,4,3,3,1,2,4,1,-1,3,1,1,4,2,4,1,1,3,3,5,3,3,4,3
x23,2,3,3,8,3,4,5,7,3,4,4,3,3,6,3,-1,5,4,4,2,5,5,6,3,4,5,6,7,8,5
x24,3,1,4,4,1,2,5,6,3,3,1,1,1,3,1,5,-1,5,3,2,3,1,2,1,3,3,3,4,4,4
x25,4,1,3,4,2,1,4,7,4,3,2,1,2,2,1,4,5,-1,4,2,3,2,2,1,3,1,4,4,4,4
x26,3,2,2,4,2,3,2,5,4,4,2,2,3,2,4,4,3,4,-1,3,3,2,2,1,5,4,4,3,5,3
x27,3,1,1,2,3,1,3,2,3,1,1,1,1,1,2,2,2,2,3,-1,2,1,2,0,2,2,1,0,3,2
x28,3,1,2,5,4,4,3,6,5,4,2,1,2,3,4,5,3,3,3,2,-1,3,1,3,4,3,3,5,5,5
x29,3,1,1,4,2,2,3,3,3,1,4,1,0,2,1,5,1,2,2,1,3,-1,3,1,3,3,3,3,5,3
x3,1,1,1,4,2,1,3,2,1,1,2,3,2,4,1,6,2,2,2,2,1,3,-1,1,2,3,4,2,5,3
x30,0,1,2,3,2,2,0,4,2,2,1,1,3,2,3,3,1,1,1,0,3,1,1,-1,1,2,1,3,2,2
x4,3,2,3,5,3,5,3,5,5,5,4,2,2,2,3,4,3,3,5,2,4,3,2,1,-1,5,4,4,5,5
x5,2,4,3,5,4,3,4,4,4,3,3,3,3,2,5,5,3,1,4,2,3,3,3,2,5,-1,5,4,6,4
x6,2,3,3,6,3,2,4,5,3,3,2,4,4,3,3,6,3,4,4,1,3,3,4,1,4,5,-1,6,8,5
x7,2,3,3,8,3,4,4,8,4,5,4,3,3,3,3,7,4,4,3,0,5,3,2,3,4,4,6,-1,6,3
x8,3,3,4,8,4,3,5,6,5,3,3,4,3,4,4,8,4,4,5,3,5,5,5,2,5,6,8,6,-1,6
x9,3,1,4,4,3,3,4,5,4,3,1,1,3,4,3,5,4,4,3,2,5,3,3,2,5,4,5,3,6,-1

CONFLICT MATRIX FOR KPI k6
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,2,3,6,3,5,6,5,5,4,2,2,3,4,3,2,7,5,3,5,6,2,2,4,5,3,5,5,4,5
x10,2,-1,3,3,3,3,2,4,2,1,2,1,2,2,4,3,4,1,1,0,4,2,2,3,3,2,3,4,4,4
x11,3,3,-1,4,0,3,3,3,1,2,2,2,4,2,4,2,6,3,3,2,4,1,2,1,6,2,4,3,5,6
x12,6,3,4,-1,4,7,5,7,5,6,4,3,5,6,5,6,8,5,6,3,9,4,3,4,7,4,6,9,9,6
x13,3,3,0,4,-1,5,5,5,4,4,3,3,3,5,4,4,4,2,2,3,5,4,4,5,4,5,1,5,5,4
x14,5,3,3,7,5,-1,6,6,4,7,3,4,6,7,6,6,6,3,5,3,10,4,5,6,8,5,5,8,5,7
x15,6,2,3,5,5,6,-1,5,4,6,3,5,4,4,4,3,7,4,4,6,6,2,3,4,7,5,2,7,5,7
x16,5,4,3,7,5,6,5,-1,5,8,3,2,4,8,6,7,9,6,6,2,7,3,5,8,4,4,5,9,6,6
x17,5,2,1,5,4,4,4,5,-1,2,3,1,0,3,2,4,4,5,3,4,6,2,2,3,4,3,2,4,5,3
x18,4,1,2,6,4,7,6,8,2,-1,1,4,6,6,6,5,7,4,6,3,6,3,4,5,7,5,5,9,4,6
x19,2,2,2,4,3,3,3,3,3,1,-1,4,0,3,2,3,2,2,2,2,5,3,2,3,5,3,2,5,6,3
x2,2,1,2,3,3,4,5,2,1,4,4,-1,3,2,1,2,3,3,3,3,3,2,2,3,6,3,3,6,5,4
x20,3,2,4,5,3,6,4,4,0,6,0,3,-1,5,6,3,5,2,4,2,4,3,3,5,5,5,4,5,3,6
x21,4,2,2,6,5,7,4,8,3,6,3,2,5,-1,5,6,7,3,3,2,6,3,5,8,4,4,4,8,5,5
x22,3,4,4,5,4,6,4,6,2,6,2,1,6,5,-1,4,5,1,4,2,7,4,3,5,6,7,3,6,3,5
x23,2,3,2,6,4,6,3,7,4,5,3,2,3,6,4,-1,4,4,3,2,6,4,6,5,5,2,3,7,5,4
x24,7,4,6,8,4,6,7,9,4,7,2,3,5,7,5,4,-1,6,5,3,8,1,3,5,7,4,6,9,7,9
x25,5,1,3,5,2,3,4,6,5,4,2,3,2,3,1,4,6,-1,4,4,4,1,3,3,5,2,4,5,5,4
x26,3,1,3,6,2,5,4,6,3,6,2,3,4,3,4,3,5,4,-1,2,6,1,1,2,6,4,5,5,6,6
x27,5,0,2,3,3,3,6,2,4,3,2,3,2,2,2,2,3,4,2,-1,3,2,2,2,5,3,1,3,3,3
x28,6,4,4,9,5,10,6,7,6,6,5,3,4,6,7,6,8,4,6,3,-1,3,3,5,9,6,5,9,7,8
x29,2,2,1,4,4,4,2,3,2,3,3,2,3,3,4,4,1,1,1,2,3,-1,4,3,4,3,2,3,3,2
x3,2,2,2,3,4,5,3,5,2,4,2,2,3,5,3,6,3,3,1,2,3,4,-1,4,4,2,2,4,3,3
x30,4,3,1,4,5,6,4,8,3,5,3,3,5,8,5,5,5,3,2,2,5,3,4,-1,2,5,3,8,3,3
x4,5,3,6,7,4,8,7,4,4,7,5,6,5,4,6,5,7,5,6,5,9,4,4,2,-1,6,6,8,8,9
x5,3,2,2,4,5,5,5,4,3,5,3,3,5,4,7,2,4,2,4,3,6,3,2,5,6,-1,2,6,4,4
x6,5,3,4,6,1,5,2,5,2,5,2,3,4,4,3,3,6,4,5,1,5,2,2,3,6,2,-1,6,6,6
x7,5,4,3,9,5,8,7,9,4,9,5,6,5,8,6,7,9,5,5,3,9,3,4,8,8,6,6,-1,8,6
x8,4,4,5,9,5,5,5,6,5,4,6,5,3,5,3,5,7,5,6,3,7,3,3,3,8,4,6,8,-1,7
x9,5,4,6,6,4,7,7,6,3,6,3,4,6,5,5,4,9,4,6,3,8,2,3,3,9,4,6,6,7,-1

CONFLICT MATRIX FOR KPI k7
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,2,3,4,3,3,6,6,6,3,3,2,2,2,1,2,6,7,3,4,4,2,1,3,4,3,5,6,4,3
x10,2,-1,2,3,2,3,3,4,2,2,2,0,1,1,1,3,3,2,0,0,2,0,2,1,2,1,2,4,1,1
x11,3,2,-1,4,1,2,6,5,2,4,1,1,2,1,1,4,5,3,1,3,3,2,2,1,4,1,2,5,4,4
x12,4,3,4,-1,3,5,8,10,6,8,4,3,5,5,1,8,7,8,5,4,5,3,4,4,6,3,6,9,9,6
x13,3,2,1,3,-1,2,3,5,4,3,1,0,3,3,2,2,2,3,1,2,3,2,3,3,2,2,2,3,2,2
x14,3,3,2,5,2,-1,4,7,4,6,3,2,2,4,3,5,5,4,3,2,5,2,3,5,6,4,2,6,3,3
x15,6,3,6,8,3,4,-1,9,6,7,4,3,4,2,2,6,8,8,3,6,6,3,3,3,7,5,4,8,7,8
x16,6,4,5,10,5,7,9,-1,7,11,4,2,5,6,4,9,10,9,6,4,8,4,5,6,7,4,6,11,8,7
x17,6,2,2,6,4,4,6,7,-1,4,4,1,3,3,1,4,5,7,5,4,6,2,2,3,5,4,3,6,5,4
x18,3,2,4,8,3,6,7,11,4,-1,3,3,5,5,4,7,8,6,5,4,6,3,4,5,8,4,4,9,6,7
x19,3,2,1,4,1,3,4,4,4,3,-1,2,2,0,0,3,2,4,3,1,2,2,1,1,4,4,2,5,2,1
x2,2,0,1,3,0,2,3,2,1,3,2,-1,1,0,0,1,2,4,1,3,1,1,1,2,4,1,2,3,3,2
x20,2,1,2,5,3,2,4,5,3,5,2,1,-1,3,2,3,2,3,2,2,3,2,2,3,2,2,2,5,3,3
x21,2,1,1,5,3,4,2,6,3,5,0,0,3,-1,2,5,3,2,2,1,4,3,4,5,2,2,4,5,4,3
x22,1,1,1,1,2,3,2,4,1,4,0,0,2,2,-1,2,2,1,2,1,3,1,2,2,2,2,0,2,0,2
x23,2,3,4,8,2,5,6,9,4,7,3,1,3,5,2,-1,6,5,4,1,7,4,5,3,5,3,5,9,7,6
x24,6,3,5,7,2,5,8,10,5,8,2,2,2,3,2,6,-1,8,4,4,6,1,2,3,6,3,5,8,7,7
x25,7,2,3,8,3,4,8,9,7,6,4,4,3,2,1,5,8,-1,5,5,6,2,2,3,6,3,6,8,8,6
x26,3,0,1,5,1,3,3,6,5,5,3,1,2,2,2,4,4,5,-1,2,4,2,1,1,4,3,2,4,4,3
x27,4,0,3,4,2,2,6,4,4,4,1,3,2,1,1,1,4,5,2,-1,3,1,1,3,5,2,1,3,4,4
x28,4,2,3,5,3,5,6,8,6,6,2,1,3,4,3,7,6,6,4,3,-1,2,3,4,5,3,3,8,5,6
x29,2,0,2,3,2,2,3,4,2,3,2,1,2,3,1,4,1,2,2,1,2,-1,4,2,3,3,3,3,4,3
x3,1,2,2,4,3,3,3,5,2,4,1,1,2,4,2,5,2,2,1,1,3,4,-1,3,3,2,3,4,4,3
x30,3,1,1,4,3,5,3,6,3,5,1,2,3,5,2,3,3,3,1,3,4,2,3,-1,3,2,2,5,3,2
x4,4,2,4,6,2,6,7,7,5,8,4,4,2,2,2,5,6,6,4,5,5,3,3,3,-1,4,3,7,5,6
x5,3,1,1,3,2,4,5,4,4,4,4,1,2,2,2,3,3,3,3,2,3,3,2,2,4,-1,1,3,2,3
x6,5,2,2,6,2,2,4,6,3,4,2,2,2,4,0,5,5,6,2,1,3,3,3,2,3,1,-1,7,6,4
x7,6,4,5,9,3,6,8,11,6,9,5,3,5,5,2,9,8,8,4,3,8,3,4,5,7,3,7,-1,7,6
x8,4,1,4,9,2,3,7,8,5,6,2,3,3,4,0,7,7,8,4,4,5,4,4,3,5,2,6,7,-1,7
x9,3,1,4,6,2,3,8,7,4,7,1,2,3,3,2,6,7,6,3,4,6,3,3,2,6,3,4,6,7,-1

CONFLICT MATRIX FOR KPI k8
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,2,4,5,3,2,6,5,5,2,2,2,3,3,1,4,6,5,2,4,3,2,2,2,3,0,5,5,5,3
x10,2,-1,1,2,2,1,1,2,2,0,1,0,2,1,1,1,1,2,1,0,1,0,1,1,1,1,3,2,2,1
x11,4,1,-1,2,0,1,4,2,2,1,1,3,3,0,2,2,4,3,4,3,2,1,0,0,4,1,4,2,5,4
x12,5,2,2,-1,3,4,6,7,6,5,4,2,4,5,1,7,5,7,5,3,5,3,4,2,4,2,6,7,8,5
x13,3,2,0,3,-1,3,2,3,3,1,2,0,2,3,1,2,1,2,0,1,2,2,3,2,1,1,2,2,2,1
x14,2,1,1,4,3,-1,1,4,4,3,3,2,3,6,2,5,2,2,4,1,6,2,4,3,3,1,4,3,5,3
x15,6,1,4,6,2,1,-1,4,5,2,3,2,4,2,1,5,5,5,3,4,3,3,2,0,3,2,4,4,6,5
x16,5,2,2,7,3,4,4,-1,5,6,3,1,4,5,2,6,6,7,5,1,5,3,3,4,2,2,6,8,6,3
x17,5,2,2,6,3,4,5,5,-1,2,4,2,4,4,1,6,5,5,5,3,5,1,3,1,3,1,4,4,6,3
x18,2,0,1,5,1,3,2,6,2,-1,2,2,4,4,2,4,4,4,4,1,3,2,2,3,3,2,4,6,4,3
x19,2,1,1,4,2,3,3,3,4,2,-1,3,3,2,0,4,1,3,4,1,4,2,3,0,3,1,4,3,5,3
x2,2,0,3,2,0,2,2,1,2,2,3,-1,3,1,1,3,2,2,4,2,2,1,2,0,4,0,4,2,4,2
x20,3,2,3,4,2,3,4,4,4,4,3,3,-1,3,4,4,3,3,5,2,3,1,2,2,3,3,4,4,4,3
x21,3,1,0,5,3,6,2,5,4,4,2,1,3,-1,2,6,3,2,3,1,5,3,5,4,2,2,5,4,5,3
x22,1,1,2,1,1,2,1,2,1,2,0,1,4,2,-1,2,1,0,3,1,1,1,1,2,2,2,1,1,1,1
x23,4,1,2,7,2,5,5,6,6,4,4,3,4,6,2,-1,5,5,6,2,7,4,5,2,4,2,6,6,8,5
x24,6,1,4,5,1,2,5,6,5,4,1,2,3,3,1,5,-1,6,4,3,4,1,1,2,3,1,5,6,6,4
x25,5,2,3,7,2,2,5,7,5,4,3,2,3,2,0,5,6,-1,4,2,4,2,2,1,3,1,6,7,7,4
x26,2,1,4,5,0,4,3,5,5,4,4,4,5,3,3,6,4,4,-1,2,5,1,2,1,5,2,5,4,7,4
x27,4,0,3,3,1,1,4,1,3,1,1,2,2,1,1,2,3,2,2,-1,1,1,1,0,3,0,1,1,3,2
x28,3,1,2,5,2,6,3,5,5,3,4,2,3,5,1,7,4,4,5,1,-1,2,3,2,3,1,5,5,7,5
x29,2,0,1,3,2,2,3,3,1,2,2,1,1,3,1,4,1,2,1,1,2,-1,4,1,2,2,3,2,4,3
x3,2,1,0,4,3,4,2,3,3,2,3,2,2,5,1,5,1,2,2,1,3,4,-1,2,2,2,4,2,5,2
x30,2,1,0,2,2,3,0,4,1,3,0,0,2,4,2,2,2,1,1,0,2,1,2,-1,0,1,2,3,1,0
x4,3,1,4,4,1,3,3,2,3,3,3,4,3,2,2,4,3,3,5,3,3,2,2,0,-1,1,5,3,6,5
x5,0,1,1,2,1,1,2,2,1,2,1,0,3,2,2,2,1,1,2,0,1,2,2,1,1,-1,2,1,3,3
x6,5,3,4,6,2,4,4,6,4,4,4,4,4,5,1,6,5,6,5,1,5,3,4,2,5,2,-1,7,9,6
x7,5,2,2,7,2,3,4,8,4,6,3,2,4,4,1,6,6,7,4,1,5,2,2,3,3,1,7,-1,6,4
x8,5,2,5,8,2,5,6,6,6,4,5,4,4,5,1,8,6,7,7,3,7,4,5,1,6,3,9,6,-1,8
x9,3,1,4,5,1,3,5,3,3,3,3,2,3,3,1,5,4,4,4,2,5,3,2,0,5,3,6,4,8,-1

CONFLICT MATRIX FOR KPI k9
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,5,6,7,5,7,8,6,9,6,6,5,4,5,5,5,9,6,7,8,8,7,3,5,9,4,6,5,4,5
x10,5,-1,5,5,5,5,2,4,4,3,3,2,4,2,7,5,5,1,4,3,6,5,4,3,4,4,5,3,4,4
x11,6,5,-1,7,2,4,5,4,4,5,3,3,6,2,8,3,7,2,5,4,5,3,1,2,8,3,5,4,5,6
x12,7,5,7,-1,6,7,9,7,7,7,6,5,6,6,6,7,10,5,5,5,9,6,4,5,8,7,7,8,12,9
x13,5,5,2,6,-1,6,5,6,7,5,4,4,4,3,6,5,5,2,4,5,8,4,5,3,5,7,4,5,7,5
x14,7,5,4,7,6,-1,6,5,7,5,5,6,4,4,4,4,6,3,4,5,10,5,5,4,9,5,4,5,6,7
x15,8,2,5,9,5,6,-1,8,7,9,6,7,5,5,5,8,10,7,7,8,8,4,5,3,10,7,5,8,9,9
x16,6,4,4,7,6,5,8,-1,7,9,5,3,3,4,6,6,8,6,5,4,8,3,3,6,6,5,5,8,7,6
x17,9,4,4,7,7,7,7,7,-1,5,8,5,6,3,6,8,8,5,7,6,9,5,5,5,6,8,5,6,8,4
x18,6,3,5,7,5,5,9,9,5,-1,5,5,6,3,6,5,9,5,6,4,7,3,2,5,8,5,6,8,6,8
x19,6,3,3,6,4,5,6,5,8,5,-1,3,4,5,5,7,4,3,6,3,8,6,3,4,6,6,4,6,6,3
x2,5,2,3,5,4,6,7,3,5,5,3,-1,6,3,3,5,6,4,5,6,6,2,4,4,7,6,6,6,7,4
x20,4,4,6,6,4,4,5,3,6,6,4,6,-1,1,7,6,7,2,7,3,5,2,3,2,6,6,8,5,8,6
x21,5,2,2,6,3,4,5,4,3,3,5,3,1,-1,2,6,4,2,3,2,6,4,5,3,4,3,6,5,6,3
x22,5,7,8,6,6,4,5,6,6,6,5,3,7,2,-1,6,7,1,6,4,7,4,3,3,8,7,6,5,6,6
x23,5,5,3,7,5,4,8,6,8,5,7,5,6,6,6,-1,7,3,6,3,7,5,8,4,4,6,8,7,9,4
x24,9,5,7,10,5,6,10,8,8,9,4,6,7,4,7,7,-1,6,6,6,8,3,5,4,8,7,7,9,9,7
x25,6,1,2,5,2,3,7,6,5,5,3,4,2,2,1,3,6,-1,4,5,5,1,1,4,5,3,3,5,5,4
x26,7,4,5,5,4,4,7,5,7,6,6,5,7,3,6,6,6,4,-1,5,6,4,2,2,7,6,5,3,6,5
x27,8,3,4,5,5,5,8,4,6,4,3,6,3,2,4,3,6,5,5,-1,5,3,3,2,7,4,2,2,5,5
x28,8,6,5,9,8,10,8,8,9,7,8,6,5,6,7,7,8,5,6,5,-1,6,5,5,10,8,5,9,8,8
x29,7,5,3,6,4,5,4,3,5,3,6,2,2,4,4,5,3,1,4,3,6,-1,3,3,5,4,4,2,3,4
x3,3,4,1,4,5,5,5,3,5,2,3,4,3,5,3,8,5,1,2,3,5,3,-1,1,2,5,6,4,7,3
x30,5,3,2,5,3,4,3,6,5,5,4,4,2,3,3,4,4,4,2,2,5,3,1,-1,4,3,5,6,4,2
x4,9,4,8,8,5,9,10,6,6,8,6,7,6,4,8,4,8,5,7,7,10,5,2,4,-1,7,5,7,7,10
x5,4,4,3,7,7,5,7,5,8,5,6,6,6,3,7,6,7,3,6,4,8,4,5,3,7,-1,6,8,10,6
x6,6,5,5,7,4,4,5,5,5,6,4,6,8,6,6,8,7,3,5,2,5,4,6,5,5,6,-1,7,9,5
x7,5,3,4,8,5,5,8,8,6,8,6,6,5,5,5,7,9,5,3,2,9,2,4,6,7,8,7,-1,9,5
x8,4,4,5,12,7,6,9,7,8,6,6,7,8,6,6,9,9,5,6,5,8,3,7,4,7,10,9,9,-1,8
x9,5,4,6,9,5,7,9,6,4,8,3,4,6,3,6,4,7,4,5,5,8,4,3,2,10,6,5,5,8,-1

CONFLICT MATRIX FOR KPI k10
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,3,2,3,3,5,5,4,5,3,4,3,3,3,3,1,4,2,4,4,4,3,1,3,4,4,3,4,0,2
x10,3,-1,2,3,4,3,3,3,2,2,3,2,2,1,2,2,2,1,2,3,2,2,2,0,2,3,2,2,1,1
x11,2,2,-1,4,2,2,4,3,2,3,3,1,2,3,3,3,3,0,2,3,3,2,1,1,5,2,0,3,2,2
x12,3,3,4,-1,3,6,8,10,4,9,6,2,5,7,4,7,6,5,6,3,7,4,3,4,7,5,5,9,7,7
x13,3,4,2,3,-1,2,3,3,3,2,2,2,3,2,2,2,1,1,2,4,3,3,3,1,2,2,2,2,2,2
x14,5,3,2,6,2,-1,5,6,4,6,4,3,2,4,3,3,5,3,5,4,6,3,1,4,6,5,2,5,2,4
x15,5,3,4,8,3,5,-1,7,5,6,5,3,5,4,3,5,5,4,4,5,5,3,2,4,6,5,3,6,4,6
x16,4,3,3,10,3,6,7,-1,4,10,5,2,5,6,3,6,6,5,6,3,6,3,2,5,6,3,5,9,5,6
x17,5,2,2,4,3,4,5,4,-1,3,4,3,4,2,1,4,4,4,4,4,5,3,2,2,5,4,2,5,3,3
x18,3,2,3,9,2,6,6,10,3,-1,4,2,4,6,3,6,6,4,6,3,6,3,2,5,6,3,4,8,5,6
x19,4,3,3,6,2,4,5,5,4,4,-1,2,2,2,2,3,3,4,4,2,4,3,1,1,6,5,2,6,3,2
x2,3,2,1,2,2,3,3,2,3,2,2,-1,2,0,2,3,3,3,3,5,2,2,3,2,4,3,2,2,3,1
x20,3,2,2,5,3,2,5,5,4,4,2,2,-1,3,4,5,3,2,5,3,4,1,2,3,2,3,3,5,3,3
x21,3,1,3,7,2,4,4,6,2,6,2,0,3,-1,4,4,4,1,4,2,6,3,2,4,4,3,4,6,4,5
x22,3,2,3,4,2,3,3,3,1,3,2,2,4,4,-1,3,3,0,5,3,4,1,1,2,3,3,2,3,2,2
x23,1,2,3,7,2,3,5,6,4,6,3,3,5,4,3,-1,4,3,6,3,4,3,4,2,5,4,4,6,6,4
x24,4,2,3,6,1,5,5,6,4,6,3,3,3,4,3,4,-1,3,4,3,5,1,1,3,5,5,3,6,4,4
x25,2,1,0,5,1,3,4,5,4,4,4,3,2,1,0,3,3,-1,3,2,3,1,1,2,4,2,3,5,4,3
x26,4,2,2,6,2,5,4,6,4,6,4,3,5,4,5,6,4,3,-1,3,5,3,2,2,5,4,4,5,4,4
x27,4,3,3,3,4,4,5,3,4,3,2,5,3,2,3,3,3,2,3,-1,4,3,3,3,5,3,1,2,3,3
x28,4,2,3,7,3,6,5,6,5,6,4,2,4,6,4,4,5,3,5,4,-1,3,2,4,5,5,2,7,4,5
x29,3,2,2,4,3,3,3,3,3,3,3,2,1,3,1,3,1,1,3,3,3,-1,4,1,4,3,2,2,3,3
x3,1,2,1,3,3,1,2,2,2,2,1,3,2,2,1,4,1,1,2,3,2,4,-1,1,2,3,3,2,4,2
