SIMULATION 6: 50 xApps, 75 Parameters, 20 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x36,12,5,6,8,8,5,12,7,10,6,8,8,12,9,7,5,12,10,10,8,7,7,10,8,6,10,7,14,8,-1,6,7,9,14,6,9,10,14,11,12,6,9,7,5,11,7,8,14,7,13
x37,8,7,4,8,7,6,7,7,8,7,7,9,6,9,8,7,8,7,8,9,8,3,4,10,4,9,6,8,4,6,-1,6,4,10,5,6,7,6,8,8,6,8,6,6,10,6,8,8,8,12
x38,5,6,3,7,7,5,7,7,10,3,8,7,8,6,7,6,7,6,5,7,2,3,6,9,4,7,8,7,3,7,6,-1,4,8,7,8,8,8,8,7,4,7,4,7,9,5,5,12,5,10
x39,7,4,2,4,4,2,9,5,5,2,5,3,5,5,4,3,7,6,7,4,4,4,7,4,5,6,3,6,4,9,4,4,-1,8,1,4,5,8,6,6,3,4,4,1,6,3,4,8,4,9
x4,15,7,8,9,8,5,11,8,14,9,10,9,12,14,8,9,10,12,13,11,11,5,10,10,5,12,9,12,7,14,10,8,8,-1,3,8,9,16,10,12,6,8,7,8,13,11,11,15,8,15
x40,4,4,2,6,6,5,6,7,6,5,5,6,7,2,8,5,5,4,2,6,4,3,4,7,4,5,4,6,2,6,5,7,1,3,-1,7,7,5,4,5,5,6,5,5,7,5,1,8,6,6
x41,8,7,3,4,7,5,5,8,7,6,5,6,7,7,10,5,6,8,7,5,7,3,6,8,3,8,5,7,5,9,6,8,4,8,7,-1,7,9,7,6,4,5,8,3,6,5,6,11,7,12
x42,7,5,7,7,7,4,9,9,10,5,11,10,8,8,7,8,8,7,7,10,5,4,8,11,6,10,9,8,5,10,7,8,5,9,7,7,-1,10,12,12,5,8,8,9,10,8,8,13,7,10
x43,12,8,6,8,10,5,11,10,13,8,10,8,12,11,10,7,11,10,10,9,9,6,10,12,7,11,10,10,10,14,6,8,8,16,5,9,10,-1,8,12,7,9,10,6,11,9,9,15,8,12
x44,9,7,6,8,8,5,8,9,9,4,6,9,9,8,8,4,10,8,9,7,5,5,7,11,7,8,8,11,6,11,8,8,6,10,4,7,12,8,-1,12,5,7,6,7,8,7,8,11,5,12
x45,12,7,7,11,9,6,10,8,9,7,8,9,11,11,9,6,13,8,9,11,7,6,8,11,5,12,10,9,7,12,8,7,6,12,5,6,12,12,12,-1,7,8,8,8,9,10,8,14,7,10
x46,8,7,4,7,8,4,5,6,5,6,7,6,6,3,5,5,9,4,3,5,5,4,4,7,4,4,5,8,4,6,6,4,3,6,5,4,5,7,5,7,-1,4,4,3,7,5,4,8,4,4
x47,6,4,3,7,5,5,9,7,7,5,7,6,8,8,9,4,8,7,5,7,5,3,7,9,5,6,9,8,5,9,8,7,4,8,6,5,8,9,7,8,4,-1,4,6,9,4,5,10,6,8
x48,6,5,3,6,6,4,4,8,6,5,5,5,5,5,8,4,6,5,7,5,6,3,5,7,4,10,5,4,7,7,6,4,4,7,5,8,8,10,6,8,4,4,-1,2,7,6,7,8,8,9
x49,5,3,4,6,4,3,7,6,7,5,6,7,7,8,4,5,6,4,4,9,3,1,4,8,2,6,7,6,3,5,6,7,1,8,5,3,9,6,7,8,3,6,2,-1,7,6,5,8,4,7
x5,11,5,4,9,6,7,10,9,12,7,12,8,8,8,6,8,9,9,9,8,7,5,8,8,6,10,9,10,4,11,10,9,6,13,7,6,10,11,8,9,7,9,7,7,-1,7,7,14,7,11
x50,9,5,6,9,6,5,7,7,9,4,5,6,8,8,7,7,5,7,8,9,9,2,7,8,4,9,6,7,4,7,6,5,3,11,5,5,8,9,7,10,5,4,6,6,7,-1,6,9,7,9
x6,8,4,7,9,4,2,7,6,10,4,6,6,5,9,5,5,8,8,9,7,5,1,6,8,4,11,9,9,6,8,8,5,4,11,1,6,8,9,8,8,4,5,7,5,7,6,-1,8,7,10
x7,13,7,7,9,10,6,12,10,12,8,12,10,13,13,10,8,10,10,9,9,7,6,10,11,7,12,11,11,5,14,8,12,8,15,8,11,13,15,11,14,8,10,8,8,14,9,8,-1,7,13
x8,7,4,4,7,6,5,7,9,7,4,6,6,4,6,8,5,6,7,7,9,7,2,6,6,6,9,8,5,5,7,8,5,4,8,6,7,7,8,5,7,4,6,8,4,7,7,7,7,-1,9
x9,12,9,6,8,9,7,11,9,12,7,7,9,10,12,10,7,9,11,12,11,10,5,9,12,6,14,7,12,8,13,12,10,9,15,6,12,10,12,12,10,4,8,9,7,11,9,10,13,9,-1

CONFLICT MATRIX FOR KPI k4
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x6,x7,x8,x9
x1,-1,6,7,8,7,8,10,5,9,5,5,6,8,12,10,5,7,6,8,11,7,3,9,12,5,11,7,9,3,9,9,7,6,11,5,9,7,12,10,11,6,7,7,8,10,8,7,13,4,8
x10,6,-1,6,6,9,6,8,8,7,4,2,4,8,6,5,5,5,5,5,8,6,5,4,10,5,7,5,6,3,5,6,5,7,4,4,10,4,8,7,7,5,6,6,5,5,4,4,9,3,8
x11,7,6,-1,8,6,5,9,2,9,3,4,5,7,9,7,7,4,3,6,9,6,5,4,9,7,11,6,6,4,6,8,7,5,9,4,12,8,9,8,9,6,5,6,7,9,6,6,11,5,9
x12,8,6,8,-1,11,8,9,8,8,9,6,7,10,10,8,5,9,3,5,10,7,3,6,11,6,12,8,9,5,11,8,5,7,8,5,12,6,9,10,13,10,9,7,9,11,4,7,13,6,10
x13,7,9,6,11,-1,6,8,9,8,7,8,8,12,9,5,4,8,4,4,12,5,5,5,9,5,10,9,7,2,10,6,3,6,4,5,9,8,7,11,14,6,8,7,9,7,4,5,11,3,10
x14,8,6,5,8,6,-1,5,6,7,4,4,7,4,8,6,5,4,3,5,8,5,5,3,11,7,8,4,7,2,6,7,4,4,7,4,7,6,8,6,7,8,5,7,5,9,6,4,10,5,5
x15,10,8,9,9,8,5,-1,4,8,5,4,4,8,10,7,7,7,5,6,12,7,3,7,9,5,10,6,8,3,8,8,7,8,8,6,10,6,9,6,10,6,7,5,8,8,7,4,11,4,10
x16,5,8,2,8,9,6,4,-1,9,6,5,7,7,6,7,5,5,6,5,6,5,2,4,11,5,6,6,6,3,8,6,3,6,5,3,8,5,6,9,7,5,6,6,5,6,4,4,9,4,7
x17,9,7,9,8,8,7,8,9,-1,8,6,10,7,10,7,9,6,9,8,11,9,4,6,13,8,10,10,7,5,9,9,8,5,12,5,12,9,12,10,8,6,6,7,10,11,6,7,13,7,11
x18,5,4,3,9,7,4,5,6,8,-1,3,5,6,5,3,4,6,3,2,5,5,2,3,7,3,6,8,4,4,7,4,2,2,5,4,7,4,6,5,7,6,6,6,6,7,3,5,9,3,6
x19,5,2,4,6,8,4,4,5,6,3,-1,5,6,6,4,5,5,1,4,9,1,2,3,7,3,8,7,4,1,8,6,3,3,5,2,4,8,3,7,9,4,6,4,8,6,3,5,6,2,6
x2,6,4,5,7,8,7,4,7,10,5,5,-1,6,7,5,4,3,5,3,8,7,4,3,9,6,6,7,6,1,9,7,4,3,7,5,6,7,7,8,9,4,6,3,7,7,6,2,11,5,6
x20,8,8,7,10,12,4,8,7,7,6,6,6,-1,10,6,3,10,4,5,9,5,5,6,9,3,9,7,8,3,11,5,5,6,8,4,9,6,10,10,14,4,9,5,9,7,5,5,12,2,11
x21,12,6,9,10,9,8,10,6,10,5,6,7,10,-1,8,4,6,6,8,10,5,3,7,10,7,13,8,11,3,10,6,5,8,11,3,10,7,11,9,12,7,7,5,8,8,7,8,15,3,10
x22,10,5,7,8,5,6,7,7,7,3,4,5,6,8,-1,8,5,6,9,7,7,2,6,11,6,8,4,7,2,8,12,7,6,9,6,11,7,8,11,8,6,6,6,5,9,7,4,10,6,8
x23,5,5,7,5,4,5,7,5,9,4,5,4,3,4,8,-1,3,5,5,8,6,3,4,10,5,7,5,4,2,5,8,7,4,8,6,9,10,7,6,4,5,5,6,5,7,7,4,8,6,6
x24,7,5,4,9,8,4,7,5,6,6,5,3,10,6,5,3,-1,4,5,5,4,3,7,6,1,8,8,4,3,9,6,5,5,8,4,7,5,8,9,11,3,8,6,9,7,3,5,7,5,8
x25,6,5,3,3,4,3,5,6,9,3,1,5,4,6,6,5,4,-1,7,4,6,3,5,6,5,6,6,7,2,6,4,5,4,9,4,8,5,9,6,4,1,4,4,4,5,4,3,7,6,8
x26,8,5,6,5,4,5,6,5,8,2,4,3,5,8,9,5,5,7,-1,8,6,2,5,7,5,10,6,7,5,9,8,6,5,10,2,10,6,8,9,8,3,4,7,5,7,7,7,8,7,12
x27,11,8,9,10,12,8,12,6,11,5,9,8,9,10,7,8,5,4,8,-1,7,4,6,12,8,11,8,8,3,10,9,7,6,7,6,11,10,9,10,12,7,7,7,11,10,8,6,11,4,12
x28,7,6,6,7,5,5,7,5,9,5,1,7,5,5,7,6,4,6,6,7,-1,3,6,9,4,6,4,5,5,7,6,5,4,9,5,9,6,10,6,7,5,5,6,5,7,6,3,9,7,8
x29,3,5,5,3,5,5,3,2,4,2,2,4,5,3,2,3,3,3,2,4,3,-1,1,4,3,5,4,4,1,4,3,4,2,5,2,5,4,6,3,6,3,4,4,2,6,2,1,7,3,5
x3,9,4,4,6,5,3,7,4,6,3,3,3,6,7,6,4,7,5,5,6,6,1,-1,7,3,6,7,4,2,6,4,5,6,8,3,6,6,10,7,7,2,7,3,7,5,5,3,7,5,5
x30,12,10,9,11,9,11,9,11,13,7,7,9,9,10,11,10,6,6,7,12,9,4,7,-1,8,10,7,11,4,9,12,8,6,10,7,13,11,13,12,10,10,9,9,11,12,9,8,14,6,9
x31,5,5,7,6,5,7,5,5,8,3,3,6,3,7,6,5,1,5,5,8,4,3,3,8,-1,6,5,6,1,5,6,3,5,6,3,7,5,7,5,4,5,4,3,5,7,4,2,7,5,6
x32,11,7,11,12,10,8,10,6,10,6,8,6,9,13,8,7,8,6,10,11,6,5,6,10,6,-1,10,11,5,11,9,7,7,11,6,13,10,10,11,14,7,9,10,9,10,7,10,14,6,14
x33,7,5,6,8,9,4,6,6,10,8,7,7,7,8,4,5,8,6,6,8,4,4,7,7,5,10,-1,5,3,9,6,5,5,8,4,9,9,9,10,11,3,10,6,10,9,5,7,10,6,9
x34,9,6,6,9,7,7,8,6,7,4,4,6,8,11,7,4,4,7,7,8,5,4,4,11,6,11,5,-1,4,11,6,5,5,9,4,9,7,11,8,9,6,9,6,7,9,5,7,12,4,9
x35,3,3,4,5,2,2,3,3,5,4,1,1,3,3,2,2,3,2,5,3,5,1,2,4,1,5,3,4,-1,6,1,3,2,6,0,7,3,5,4,4,3,3,6,2,6,2,6,5,3,7
x36,9,5,6,11,10,6,8,8,9,7,8,9,11,10,8,5,9,6,9,10,7,4,6,9,5,11,9,11,6,-1,8,5,7,12,3,10,8,10,11,14,5,10,8,9,9,6,7,13,6,12
x37,9,6,8,8,6,7,8,6,9,4,6,7,5,6,12,8,6,4,8,9,6,3,4,12,6,9,6,6,1,8,-1,8,5,7,7,10,7,6,11,9,6,7,6,8,10,6,4,10,7,8
x38,7,5,7,5,3,4,7,3,8,2,3,4,5,5,7,7,5,5,6,7,5,4,5,8,3,7,5,5,3,5,8,-1,3,9,6,10,8,7,9,6,3,5,3,7,9,5,4,9,6,9
x39,6,7,5,7,6,4,8,6,5,2,3,3,6,8,6,4,5,4,5,6,4,2,6,6,5,7,5,5,2,7,5,3,-1,6,1,6,3,7,6,8,3,5,3,3,5,4,3,8,4,7
x4,11,4,9,8,4,7,8,5,12,5,5,7,8,11,9,8,8,9,10,7,9,5,8,10,6,11,8,9,6,12,7,9,6,-1,3,10,9,14,8,10,5,7,6,7,11,8,7,14,9,11
x40,5,4,4,5,5,4,6,3,5,4,2,5,4,3,6,6,4,4,2,6,5,2,3,7,3,6,4,4,0,3,7,6,1,3,-1,8,7,5,7,5,3,5,4,7,6,5,1,5,3,6
x41,9,10,12,12,9,7,10,8,12,7,4,6,9,10,11,9,7,8,10,11,9,5,6,13,7,13,9,9,7,10,10,10,6,10,8,-1,9,11,13,10,8,8,11,9,11,6,9,13,6,15
x42,7,4,8,6,8,6,6,5,9,4,8,7,6,7,7,10,5,5,6,10,6,4,6,11,5,10,9,7,3,8,7,8,3,9,7,9,-1,9,12,10,4,8,8,10,10,9,7,9,7,9
x43,12,8,9,9,7,8,9,6,12,6,3,7,10,11,8,7,8,9,8,9,10,6,10,13,7,10,9,11,5,10,6,7,7,14,5,11,9,-1,9,10,6,9,7,10,12,8,6,13,7,9
x44,10,7,8,10,11,6,6,9,10,5,7,8,10,9,11,6,9,6,9,10,6,3,7,12,5,11,10,8,4,11,11,9,6,8,7,13,12,9,-1,14,4,9,9,11,11,7,9,11,7,12
x45,11,7,9,13,14,7,10,7,8,7,9,9,14,12,8,4,11,4,8,12,7,6,7,10,4,14,11,9,4,14,9,6,8,10,5,10,10,10,14,-1,6,10,8,10,11,8,8,15,6,14
x46,6,5,6,10,6,8,6,5,6,6,4,4,4,7,6,5,3,1,3,7,5,3,2,10,5,7,3,6,3,5,6,3,3,5,3,8,4,6,4,6,-1,3,5,5,7,3,5,9,2,4
x47,7,6,5,9,8,5,7,6,6,6,6,6,9,7,6,5,8,4,4,7,5,4,7,9,4,9,10,9,3,10,7,5,5,7,5,8,8,9,9,10,3,-1,6,9,9,4,5,10,5,7
x48,7,6,6,7,7,7,5,6,7,6,4,3,5,5,6,6,6,4,7,7,6,4,3,9,3,10,6,6,6,8,6,3,3,6,4,11,8,7,9,8,5,6,-1,5,9,5,8,7,5,9
x49,8,5,7,9,9,5,8,5,10,6,8,7,9,8,5,5,9,4,5,11,5,2,7,11,5,9,10,7,2,9,8,7,3,7,7,9,10,10,11,10,5,9,5,-1,9,5,6,7,4,8
x5,10,5,9,11,7,9,8,6,11,7,6,7,7,8,9,7,7,5,7,10,7,6,5,12,7,10,9,9,6,9,10,9,5,11,6,11,10,12,11,11,7,9,9,9,-1,6,6,12,8,11
x50,8,4,6,4,4,6,7,4,6,3,3,6,5,7,7,7,3,4,7,8,6,2,5,9,4,7,5,5,2,6,6,5,4,8,5,6,9,8,7,8,3,4,5,5,6,-1,4,9,5,7
x6,7,4,6,7,5,4,4,4,7,5,5,2,5,8,4,4,5,3,7,6,3,1,3,8,2,10,7,7,6,7,4,4,3,7,1,9,7,6,9,8,5,5,8,6,6,4,-1,8,3,8
x7,13,9,11,13,11,10,11,9,13,9,6,11,12,15,10,8,7,7,8,11,9,7,7,14,7,14,10,12,5,13,10,9,8,14,5,13,9,13,11,15,9,10,7,7,12,9,8,-1,7,12
x8,4,3,5,6,3,5,4,4,7,3,2,5,2,3,6,6,5,6,7,4,7,3,5,6,5,6,6,4,3,6,7,6,4,9,3,6,7,7,7,6,2,5,5,4,8,5,3,7,-1,7
x9,8,8,9,10,10,5,10,7,11,6,6,6,11,10,8,6,8,8,12,12,8,5,5,9,6,14,9,9,7,12,8,9,7,11,6,15,9,9,12,14,4,7,9,8,11,7,8,12,7,-1

CONFLICT MATRIX FOR KPI k5
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x6,x7,x8,x9
x1,-1,7,5,8,4,6,9,6,7,4,3,4,5,8,7,7,9,8,7,6,9,2,8,9,5,5,7,8,3,5,6,5,5,8,5,8,6,9,7,7,6,7,5,5,8,6,5,8,3,4
x10,7,-1,5,9,7,5,8,6,8,5,8,4,8,7,5,6,7,10,8,8,5,5,5,10,6,5,8,9,4,4,7,7,6,6,3,7,7,11,7,7,8,7,3,6,9,4,4,8,1,6
x11,5,5,-1,6,3,2,7,3,6,2,5,3,5,5,5,6,5,4,6,8,6,2,3,7,4,6,2,4,2,4,8,6,4,5,2,8,5,6,4,5,5,4,4,5,7,2,5,4,3,5
x12,8,9,6,-1,8,7,11,7,10,7,7,8,11,10,8,7,11,7,9,11,8,4,5,10,9,10,8,11,6,7,9,7,7,8,5,7,9,11,8,10,10,9,6,6,11,4,7,10,5,6
x13,4,7,3,8,-1,6,7,5,6,6,5,4,9,8,4,6,8,6,5,7,4,4,3,7,5,7,9,5,3,4,6,3,3,3,2,8,4,7,4,7,5,7,5,3,6,3,6,7,3,5
x14,6,5,2,7,6,-1,6,5,6,5,4,5,5,8,6,6,6,6,2,5,6,4,3,8,6,5,6,6,1,5,6,1,3,6,4,6,2,5,4,6,7,4,2,4,6,5,2,9,2,4
x15,9,8,7,11,7,6,-1,8,9,6,6,5,12,11,10,9,11,10,10,14,8,5,9,12,8,10,9,8,5,9,12,9,8,8,7,10,10,12,9,10,7,13,5,10,13,6,5,12,7,9
x16,6,6,3,7,5,5,8,-1,10,4,5,5,9,7,7,6,10,10,7,8,6,2,4,9,6,7,6,7,3,5,7,6,5,7,3,6,6,7,6,8,4,8,2,6,6,3,5,8,2,5
x17,7,8,6,10,6,6,9,10,-1,4,7,8,7,7,9,11,9,9,7,9,10,3,5,12,7,8,6,9,4,5,10,10,4,9,6,8,7,8,7,5,7,7,5,8,10,4,6,9,4,8
x18,4,5,2,7,6,5,6,4,4,-1,7,4,7,8,5,8,8,8,6,8,6,1,3,5,3,5,7,5,2,6,8,3,2,8,4,7,5,6,3,6,5,7,1,5,9,2,4,8,3,4
x19,3,8,5,7,5,4,6,5,7,7,-1,4,7,7,4,10,10,8,8,10,4,5,4,9,4,10,7,8,2,8,11,6,5,7,4,6,9,6,7,9,7,7,4,8,11,2,6,7,2,7
x2,4,4,3,8,4,5,5,5,8,4,4,-1,6,5,5,6,6,4,3,5,7,3,3,7,4,5,3,6,2,4,6,4,3,6,4,4,5,6,4,3,5,6,2,4,6,3,3,7,0,3
x20,5,8,5,11,9,5,12,9,7,7,7,6,-1,11,8,8,13,9,11,12,6,6,5,12,5,10,7,9,6,9,10,7,6,9,4,9,11,12,10,12,5,11,6,8,9,6,9,11,3,9
x21,8,7,5,10,8,8,11,7,7,8,7,5,11,-1,8,9,8,9,9,9,7,3,6,12,6,9,9,7,3,7,9,5,6,9,4,11,7,11,6,9,7,9,4,6,9,4,7,13,4,6
x22,7,5,5,8,4,6,10,7,9,5,4,5,8,8,-1,8,8,8,5,7,8,2,7,10,7,7,7,7,3,7,11,8,4,10,5,9,6,8,8,7,5,9,3,5,8,7,4,10,5,6
x23,7,6,6,7,6,6,9,6,11,8,10,6,8,9,8,-1,10,8,7,11,8,4,6,10,5,8,7,5,2,8,12,8,5,11,7,11,10,7,8,6,6,7,5,8,12,5,6,10,3,8
x24,9,7,5,11,8,6,11,10,9,8,10,6,13,8,8,10,-1,12,13,13,10,6,7,10,5,12,9,11,6,12,13,7,7,12,5,9,10,11,11,15,6,10,7,9,12,6,10,8,6,9
x25,8,10,4,7,6,6,10,10,9,8,8,4,9,9,8,8,12,-1,10,9,8,3,6,10,4,7,8,9,3,6,11,8,6,10,3,8,7,9,9,9,6,8,1,7,9,4,7,10,5,7
x26,7,8,6,9,5,2,10,7,7,6,8,3,11,9,5,7,13,10,-1,11,8,4,7,10,4,9,7,8,9,10,10,7,9,11,1,8,8,11,8,12,5,7,5,6,9,4,9,9,6,10
x27,6,8,8,11,7,5,14,8,9,8,10,5,12,9,7,11,13,9,11,-1,10,5,6,10,7,13,7,8,4,8,12,8,7,8,6,10,10,11,7,11,6,10,5,10,12,5,7,7,5,10
x28,9,5,6,8,4,6,8,6,10,6,4,7,6,7,8,8,10,8,8,10,-1,2,6,8,4,7,4,7,4,6,7,6,4,10,5,8,6,10,5,7,5,6,4,6,9,6,4,7,4,7
x29,2,5,2,4,4,4,5,2,3,1,5,3,6,3,2,4,6,3,4,5,2,-1,3,6,5,4,4,6,3,5,4,1,4,2,2,3,5,4,6,5,5,3,3,3,5,3,2,6,1,4
x3,8,5,3,5,3,3,9,4,5,3,4,3,5,6,7,6,7,6,7,6,6,3,-1,9,5,7,7,7,4,7,5,6,6,7,5,8,7,9,8,6,4,6,4,5,8,6,4,8,4,5
x30,9,10,7,10,7,8,12,9,12,5,9,7,12,12,10,10,10,10,10,10,8,6,9,-1,10,9,9,13,6,7,12,10,8,9,7,11,10,14,11,9,9,9,5,10,12,6,8,13,4,8
x31,5,6,4,9,5,6,8,6,7,3,4,4,5,6,7,5,5,4,4,7,4,5,5,10,-1,4,8,8,4,4,5,3,5,2,4,6,5,6,7,4,8,5,2,4,7,3,2,8,3,2
x32,5,5,6,10,7,5,10,7,8,5,10,5,10,9,7,8,12,7,9,13,7,4,7,9,4,-1,7,8,4,10,11,7,5,8,5,9,9,9,7,12,5,10,7,8,8,5,9,7,5,9
x33,7,8,2,8,9,6,9,6,6,7,7,3,7,9,7,7,9,8,7,7,4,4,7,9,8,7,-1,7,3,6,7,4,4,4,6,9,7,7,8,8,5,10,4,7,8,3,5,9,4,4
x34,8,9,4,11,5,6,8,7,9,5,8,6,9,7,7,5,11,9,8,8,7,6,7,13,8,8,7,-1,5,7,8,7,6,7,5,6,8,9,10,9,9,8,3,7,11,5,7,10,3,7
x35,3,4,2,6,3,1,5,3,4,2,2,2,6,3,3,2,6,3,9,4,4,3,4,6,4,4,3,5,-1,6,3,3,5,5,0,3,5,8,5,5,3,4,4,1,5,3,4,5,4,5
x36,5,4,4,7,4,5,9,5,5,6,8,4,9,7,7,8,12,6,10,8,6,5,7,7,4,10,6,7,6,-1,9,4,6,11,4,9,7,7,9,11,6,8,5,7,8,6,6,10,4,10
x37,6,7,8,9,6,6,12,7,10,8,11,6,10,9,11,12,13,11,10,12,7,4,5,12,5,11,7,8,3,9,-1,10,6,12,5,9,8,8,8,11,7,10,4,9,12,5,8,10,6,9
x38,5,7,6,7,3,1,9,6,10,3,6,4,7,5,8,8,7,8,7,8,6,1,6,10,3,7,4,7,3,4,10,-1,5,8,4,8,8,9,7,5,3,7,3,7,10,3,6,6,4,8
x39,5,6,4,7,3,3,8,5,4,2,5,3,6,6,4,5,7,6,9,7,4,4,6,8,5,5,4,6,5,6,6,5,-1,6,1,5,6,8,6,7,4,5,2,3,8,4,3,8,4,7
x4,8,6,5,8,3,6,8,7,9,8,7,6,9,9,10,11,12,10,11,8,10,2,7,9,2,8,4,7,5,11,12,8,6,-1,4,10,7,10,7,10,5,7,4,6,10,6,6,11,4,10
x40,5,3,2,5,2,4,7,3,6,4,4,4,4,4,5,7,5,3,1,6,5,2,5,7,4,5,6,5,0,4,5,4,1,4,-1,5,8,5,6,4,3,7,3,10,7,3,1,5,1,3
x41,8,7,8,7,8,6,10,6,8,7,6,4,9,11,9,11,9,8,8,10,8,3,8,11,6,9,9,6,3,9,9,8,5,10,5,-1,6,10,7,7,5,8,5,7,8,4,7,10,4,9
x42,6,7,5,9,4,2,10,6,7,5,9,5,11,7,6,10,10,7,8,10,6,5,7,10,5,9,7,8,5,7,8,8,6,7,8,6,-1,11,12,9,4,11,6,10,12,4,5,8,2,6
x43,9,11,6,11,7,5,12,7,8,6,6,6,12,11,8,7,11,9,11,11,10,4,9,14,6,9,7,9,8,7,8,9,8,10,5,10,11,-1,8,10,6,10,6,7,12,6,6,9,4,7
x44,7,7,4,8,4,4,9,6,7,3,7,4,10,6,8,8,11,9,8,7,5,6,8,11,7,7,8,10,5,9,8,7,6,7,6,7,12,8,-1,9,6,8,5,9,8,6,7,9,3,7
x45,7,7,5,10,7,6,10,8,5,6,9,3,12,9,7,6,15,9,12,11,7,5,6,9,4,12,8,9,5,11,11,5,7,10,4,7,9,10,9,-1,6,10,6,8,9,6,8,9,4,10
x46,6,8,5,10,5,7,7,4,7,5,7,5,5,7,5,6,6,6,5,6,5,5,4,9,8,5,5,9,3,6,7,3,4,5,3,5,4,6,6,6,-1,3,2,4,8,4,4,9,2,3
x47,7,7,4,9,7,4,13,8,7,7,7,6,11,9,9,7,10,8,7,10,6,3,6,9,5,10,10,8,4,8,10,7,5,7,7,8,11,10,8,10,3,-1,5,9,10,4,5,10,3,8
x48,5,3,4,6,5,2,5,2,5,1,4,2,6,4,3,5,7,1,5,5,4,3,4,5,2,7,4,3,4,5,4,3,2,4,3,5,6,6,5,6,2,5,-1,4,5,3,5,3,3,5
x49,5,6,5,6,3,4,10,6,8,5,8,4,8,6,5,8,9,7,6,10,6,3,5,10,4,8,7,7,1,7,9,7,3,6,10,7,10,7,9,8,4,9,4,-1,9,3,4,6,2,7
x5,8,9,7,11,6,6,13,6,10,9,11,6,9,9,8,12,12,9,9,12,9,5,8,12,7,8,8,11,5,8,12,10,8,10,7,8,12,12,8,9,8,10,5,9,-1,5,5,11,6,8
x50,6,4,2,4,3,5,6,3,4,2,2,3,6,4,7,5,6,4,4,5,6,3,6,6,3,5,3,5,3,6,5,3,4,6,3,4,4,6,6,6,4,4,3,3,5,-1,3,6,2,5
x6,5,4,5,7,6,2,5,5,6,4,6,3,9,7,4,6,10,7,9,7,4,2,4,8,2,9,5,7,4,6,8,6,3,6,1,7,5,6,7,8,4,5,5,4,5,3,-1,5,4,6
x7,8,8,4,10,7,9,12,8,9,8,7,7,11,13,10,10,8,10,9,7,7,6,8,13,8,7,9,10,5,10,10,6,8,11,5,10,8,9,9,9,9,10,3,6,11,6,5,-1,4,9
x8,3,1,3,5,3,2,7,2,4,3,2,0,3,4,5,3,6,5,6,5,4,1,4,4,3,5,4,3,4,4,6,4,4,4,1,4,2,4,3,4,2,3,3,2,6,2,4,4,-1,4
x9,4,6,5,6,5,4,9,5,8,4,7,3,9,6,6,8,9,7,10,10,7,4,5,8,2,9,4,7,5,10,9,8,7,10,3,9,6,7,7,10,3,8,5,7,8,5,6,9,4,-1

CONFLICT MATRIX FOR KPI k6
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x6,x7,x8,x9
x1,-1,8,5,8,6,8,2,7,9,5,8,6,6,6,8,5,7,4,8,7,6,7,5,9,6,7,5,10,4,7,9,3,3,6,5,7,9,6,11,9,10,7,7,5,10,6,6,9,3,5
x10,8,-1,7,11,11,11,6,9,9,7,9,6,11,8,7,9,12,8,11,8,7,11,4,15,7,8,7,11,8,8,12,8,6,7,5,11,10,10,11,11,12,8,9,5,12,4,7,11,5,10
x11,5,7,-1,9,4,6,5,4,8,2,7,4,6,7,3,7,7,7,11,11,5,6,2,10,5,11,6,10,5,6,9,8,2,8,4,8,8,9,7,10,8,6,5,6,10,5,9,8,5,7
x12,8,11,9,-1,10,8,7,8,11,5,7,7,10,7,5,9,8,7,8,8,5,6,4,13,7,7,9,14,6,7,10,7,5,6,7,7,10,11,13,10,13,9,6,7,13,5,7,11,4,5
x13,6,11,4,10,-1,11,7,8,7,6,9,7,12,8,8,8,9,7,7,10,5,7,6,12,5,6,10,10,5,11,11,6,5,5,6,8,6,9,11,11,9,9,5,4,10,7,3,12,6,8
x14,8,11,6,8,11,-1,4,8,8,6,8,6,8,12,9,10,8,6,7,10,5,10,4,16,9,8,9,11,5,8,10,8,2,8,6,11,9,9,12,10,10,6,9,5,13,7,5,12,6,9
x15,2,6,5,7,7,4,-1,5,4,3,8,2,9,7,3,7,5,7,7,9,0,4,3,9,5,5,8,9,3,8,7,4,5,2,4,4,9,6,8,8,6,7,2,5,9,3,4,8,3,5
